Hour,TBOT,WIND,RAIN,Member
0.0,12.329519849017633,9.19685664772544,2.73584650890976e-05,01
1.0,12.305588284256928,9.192228890380353,2.5191798426730096e-05,01
2.0,12.288069564987405,9.1539524134534,2.119077716996293e-05,01
3.0,12.265788198866499,9.219744675055415,2.3951054341409537e-05,01
4.0,12.25256647324937,9.183262170964735,2.60393659700344e-05,01
5.0,12.247389400957179,9.121713157273552,2.6138172346232046e-05,01
6.0,12.235473913853905,9.213097300738035,2.5625970855273862e-05,01
7.0,12.23588010395466,9.140688255073048,2.2481635271590344e-05,01
8.0,12.246033470730477,9.10085085513476,2.137088791265154e-05,01
9.0,12.269732014030225,9.163823522675063,2.2064854322784446e-05,01
10.0,12.29126927768262,9.123400839496222,1.8166960356688777e-05,01
11.0,12.301849108060454,9.095717113259445,1.9809027020632754e-05,01
12.0,12.328590014105792,9.197146928146095,2.3679798987945173e-05,01
13.0,12.340504634080604,9.14732598152393,2.334972466861867e-05,01
14.0,12.364537420554157,9.149224070871536,2.1905819406887507e-05,01
15.0,12.369896954937028,9.22017570420403,2.6135279481511094e-05,01
16.0,12.371187636347607,9.165770882125946,2.393264545410848e-05,01
17.0,12.374036580151133,9.119227499677582,2.182293414854773e-05,01
18.0,12.380999624357683,9.19499937668262,2.0464845401724353e-05,01
19.0,12.374881658539042,9.147225629836273,2.1158751349613554e-05,01
20.0,12.373611025138539,9.102139128491185,2.8877235252119934e-05,01
21.0,12.36689057833753,9.158304222224182,2.460325948331208e-05,01
22.0,12.356249551687657,9.123521528901762,2.2505277797797815e-05,01
23.0,12.340478069017633,9.126079789163729,2.347678957644586e-05,01
0.0,12.211743571345178,9.109216916588833,3.097386794435849e-05,04
1.0,12.18631693827411,9.09431873230203,2.9217451404695624e-05,04
2.0,12.168267202461928,9.02835184568528,3.297428401258647e-05,04
3.0,12.141105442258883,9.11687415974873,3.6150533548275464e-05,04
4.0,12.126379995304568,9.06759344781472,3.3208577641366486e-05,04
5.0,12.12026445002538,9.0316483176066,2.816064790795196e-05,04
6.0,12.10708853888325,9.141464883812183,3.272635452621099e-05,04
7.0,12.10743052,9.08371767965736,2.9057268628746312e-05,04
8.0,12.118603174720812,9.02880389185533,3.188893551329912e-05,04
9.0,12.136756148451775,9.09582409548477,3.1381363761705575e-05,04
10.0,12.155909104771574,9.065594421772841,3.3021446128344846e-05,04
11.0,12.17076622784264,9.028497540164976,3.096990709760292e-05,04
12.0,12.1987668106599,9.126180767728426,2.9756692343212293e-05,04
13.0,12.212213695076143,9.06432445595939,2.976900438671766e-05,04
14.0,12.244420679162436,9.051400119403553,2.6608100721901045e-05,04
15.0,12.25716097713198,9.117029281944163,3.2279325565036444e-05,04
16.0,12.264813425253807,9.080679559271573,2.951309339756764e-05,04
17.0,12.264727426979695,9.047841888652284,2.4737068622860423e-05,04
18.0,12.274877468502538,9.126433060730966,2.5818780830226712e-05,04
19.0,12.271227876573604,9.062689120568528,2.975677175563492e-05,04
20.0,12.267504665228426,9.028231257286803,3.3882180869184896e-05,04
21.0,12.259659200076142,9.092174812690356,3.393778496856564e-05,04
22.0,12.242043411573604,9.07572596992132,2.8660976785843636e-05,04
23.0,12.222656779593908,9.044405606540609,3.057197216950675e-05,04
0.0,12.510813540873096,9.151395658967004,3.292089946294145e-05,05
1.0,12.488527228134517,9.146353232954315,2.7639449230457952e-05,05
2.0,12.470166484720812,9.113062200258883,3.059655438679796e-05,05
3.0,12.451787415050761,9.190298217923857,3.11688589919595e-05,05
4.0,12.436473044847716,9.157896974317259,2.5984010535931313e-05,05
5.0,12.435065261411166,9.111108603299492,2.588929215012111e-05,05
6.0,12.426077971269034,9.198759802522842,3.164039426266757e-05,05
7.0,12.429732580862943,9.146892328520305,2.7172695978262963e-05,05
8.0,12.447248121319797,9.080459380743655,2.5417705784207357e-05,05
9.0,12.469265767715735,9.16546519301269,2.5953489506994967e-05,05
10.0,12.489370248147209,9.12069179861929,2.3879604735663587e-05,05
11.0,12.496380680532994,9.08713669364467,2.777190604980048e-05,05
12.0,12.520927716192894,9.176390371659899,2.4102672058547275e-05,05
13.0,12.525558456548223,9.151254193063451,2.0424287076827902e-05,05
14.0,12.554227644492387,9.13519224915736,2.237152632734124e-05,05
15.0,12.566361419365482,9.18520823188325,2.3835731748204535e-05,05
16.0,12.565526763959392,9.15518432861929,2.260734807580336e-05,05
17.0,12.564149475685278,9.124582233718273,2.2293558874111186e-05,05
18.0,12.572971257055837,9.17350886347462,2.631563600786376e-05,05
19.0,12.566103159492386,9.137733956241117,2.6433711287345388e-05,05
20.0,12.571066147360407,9.084012682081218,2.8207597447642512e-05,05
21.0,12.567082199187817,9.127814916086294,2.8550631984827978e-05,05
22.0,12.543333263299493,9.109935083101524,2.499782334432515e-05,05
23.0,12.527374589822337,9.102930564159898,3.081170911739073e-05,05
0.0,12.261500797436549,8.837753182035533,3.5183774963913515e-05,06
1.0,12.236664252893402,8.837301949525381,2.9071308955074255e-05,06
2.0,12.220940365076142,8.796733352449237,3.080348818820092e-05,06
3.0,12.204477975913706,8.883452187326395,3.5403427842249414e-05,06
4.0,12.182665553274111,8.866163278242386,3.32122199781065e-05,06
5.0,12.166112698883248,8.806903331949238,3.415837873199171e-05,06
6.0,12.153408459137056,8.884455883784264,3.579727317859425e-05,06
7.0,12.15082608357868,8.852353305873097,3.1641958363852365e-05,06
8.0,12.163988856370558,8.79846046946193,3.211485026359099e-05,06
9.0,12.185326689847717,8.850391744413706,3.457438668752297e-05,06
10.0,12.20254938322335,8.832607003290608,3.00656695749907e-05,06
11.0,12.21753540431472,8.792708179708121,3.115253198441597e-05,06
12.0,12.243726924796954,8.87812185386802,3.5262361654806914e-05,06
13.0,12.261041075837564,8.829338251464467,3.287977622827509e-05,06
14.0,12.290464299956852,8.822395519208122,3.0414727271687416e-05,06
15.0,12.30242019457868,8.879774685111673,2.9619331225614077e-05,06
16.0,12.305251289162436,8.84345187566802,2.7599687445850066e-05,06
17.0,12.303808079517767,8.804599321060913,3.0004873536256038e-05,06
18.0,12.310738685050762,8.855017981395939,3.158345765059709e-05,06
19.0,12.305944493104061,8.81520312809137,2.7846789781538258e-05,06
20.0,12.301818455469544,8.761328208332488,2.8424424632469755e-05,06
21.0,12.296108164543147,8.810745847591372,3.2414440396421166e-05,06
22.0,12.27797396672589,8.77195781143401,3.0427752945311133e-05,06
23.0,12.267046376192894,8.760986459532996,3.464723283156638e-05,06
0.0,11.999613113172588,9.548229868200508,2.2833362176883773e-05,07
1.0,11.976167441725888,9.520733920017767,1.8518347355343e-05,07
2.0,11.962085784263959,9.471044833779189,1.781516403032203e-05,07
3.0,11.941270820939085,9.576518055728426,2.2487615757800143e-05,07
4.0,11.926599020507613,9.540984044746194,1.8451541878018273e-05,07
5.0,11.921487440126903,9.474974691629441,1.6819621360546884e-05,07
6.0,11.913333943350253,9.562691182494925,1.7338711076977078e-05,07
7.0,11.917904760939086,9.511207008956854,1.589012013779988e-05,07
8.0,11.931764824923858,9.455100500708122,1.5318624588942342e-05,07
9.0,11.940851008934011,9.551127816357868,1.7994201380659297e-05,07
10.0,11.960144687106599,9.481833208388325,1.684893921745073e-05,07
11.0,11.972950858781726,9.444960797649745,2.0248364824829766e-05,07
12.0,11.997144936903554,9.562691447365482,1.7618713096648746e-05,07
13.0,12.009163907208121,9.518410938055839,1.4920152319398766e-05,07
14.0,12.03444163639594,9.517928701043147,1.527208885221921e-05,07
15.0,12.045983594720811,9.59765046350254,1.532781778058465e-05,07
16.0,12.049333917436549,9.555987387637055,1.714727195139294e-05,07
17.0,12.049691562512692,9.527244937832489,1.8323791289185194e-05,07
18.0,12.053673788121827,9.59769574973604,1.8912043594296028e-05,07
19.0,12.046172719467005,9.525795086563452,1.5765537656177445e-05,07
20.0,12.045781794238577,9.462652111413707,1.3995645710705822e-05,07
21.0,12.040939553604062,9.529240466032995,1.660940118317425e-05,07
22.0,12.027856534390864,9.48215373372335,1.831002527745022e-05,07
23.0,12.011861051345178,9.471537829956853,1.9217601328475436e-05,07
0.0,12.734601774340103,9.116354230416244,2.4091267341090628e-05,08
1.0,12.715400670939086,9.124674452601523,2.1105722102503713e-05,08
2.0,12.701221675532993,9.114388238002539,2.0523744826758084e-05,08
3.0,12.682958164111675,9.228382154449239,2.5130934023524385e-05,08
4.0,12.67220786076142,9.204027889340102,1.8630242853989874e-05,08
5.0,12.665686014441624,9.153998497581217,1.9413098572100395e-05,08
6.0,12.658086180253807,9.240523011926395,1.8834407804291803e-05,08
7.0,12.661300525431473,9.212689700294415,1.8720935713664904e-05,08
8.0,12.671920153401015,9.161250761596447,1.885500436428116e-05,08
9.0,12.69226878109137,9.22930756267259,1.8964057941898587e-05,08
10.0,12.709081209390863,9.17755583551269,1.9092955302968607e-05,08
11.0,12.720689785482234,9.111337580817258,2.1305300039460172e-05,08
12.0,12.740467152614212,9.204791334751269,2.174609459572132e-05,08
13.0,12.746130480862945,9.141087339596446,1.9734980022452545e-05,08
14.0,12.772234319111675,9.09667879997462,1.7401829725674047e-05,08
15.0,12.779354667055838,9.187748883814722,1.9020744728612923e-05,08
16.0,12.789045932969543,9.131027533726904,2.0285386159956953e-05,08
17.0,12.797829111548223,9.081301770720811,2.2073617524644457e-05,08
18.0,12.809706004898478,9.128577425687817,1.9532506936691754e-05,08
19.0,12.801015643223352,9.080873398576143,1.7922906094085103e-05,08
20.0,12.792951133959392,9.032887226824872,1.753884611859252e-05,08
21.0,12.78800251967005,9.075682021907868,2.0647032936468566e-05,08
22.0,12.771978273629442,9.036990466223351,2.281342426336377e-05,08
23.0,12.749696860837563,9.050958366456854,2.2787309951728448e-05,08
0.0,11.998474328654822,8.774646561790355,1.844545720031767e-05,09
1.0,11.97594665680203,8.76076618747462,1.8105741470651483e-05,09
2.0,11.95640926040609,8.750464650484773,2.1091956617403457e-05,09
3.0,11.934460459238577,8.836488290449237,2.390101546988843e-05,09
4.0,11.919941218857868,8.823061518989848,2.20779822173248e-05,09
5.0,11.914224551598984,8.774832854850253,2.3016984499100015e-05,09
6.0,11.905165189873097,8.843428009609138,2.4957809971264222e-05,09
7.0,11.91277167324873,8.781697377520304,1.8712089680908993e-05,09
8.0,11.919933413426396,8.731209694048223,1.9928466769740657e-05,09
9.0,11.938486428375635,8.786920838147209,1.8592178832592192e-05,09
10.0,11.962127863172588,8.70489401295939,1.8742988459395306e-05,09
11.0,11.976614440203045,8.668744164479696,1.9672215441639576e-05,09
12.0,12.00473113898477,8.737856478817259,2.1158134571415595e-05,09
13.0,12.011442470279189,8.705598702177666,2.1553743308961123e-05,09
14.0,12.038669912233502,8.706390237423857,1.5506171822426008e-05,09
15.0,12.046114714695431,8.778186096535531,1.8465940544544778e-05,09
16.0,12.049762568934009,8.748405027220812,2.016952966521004e-05,09
17.0,12.05200625357868,8.708165588847717,1.782050212927759e-05,09
18.0,12.060121322741116,8.801582221979695,1.9335507180663167e-05,09
19.0,12.055684343299493,8.759757916520304,1.9120021635953554e-05,09
20.0,12.058563407055837,8.723761049076142,1.8837140560588518e-05,09
21.0,12.052256211751269,8.794450458918782,1.6749507201973145e-05,09
22.0,12.036872381928934,8.736047107944161,1.7834539942739475e-05,09
23.0,12.013193270583756,8.725787263289341,2.1677776173769814e-05,09
0.0,12.102596772182741,8.875461877979696,1.7722153070340583e-05,10
1.0,12.07771234109137,8.889050690802032,1.979779404732097e-05,10
2.0,12.05466180964467,8.881670671954316,2.4508112812305514e-05,10
3.0,12.031357656218274,8.995743459456854,2.835166088088759e-05,10
4.0,12.01221257,8.97705807502538,2.2179914061358754e-05,10
5.0,12.001428864238578,8.934172267005076,2.1983795209597294e-05,10
6.0,11.991052569644669,9.024648172954315,2.1157834035681313e-05,10
7.0,11.99408259213198,8.976808730809644,2.2089619816904695e-05,10
8.0,12.00374429708122,8.920271425671826,1.9241386289607937e-05,10
9.0,12.01887543639594,8.964467056756346,1.8298581694410806e-05,10
10.0,12.036365017664975,8.910516957431472,2.0264946062686305e-05,10
11.0,12.05238287819797,8.867576445596447,2.0295432713647213e-05,10
12.0,12.08248237748731,8.935446689710659,1.8982820146844886e-05,10
13.0,12.107027182639595,8.871399139162436,1.8203299573880962e-05,10
14.0,12.141463536142131,8.868493042982234,1.833761510439753e-05,10
15.0,12.152207511142132,8.957145659870559,1.7336175987147738e-05,10
16.0,12.157658789695432,8.915117493758883,1.8859419748755177e-05,10
17.0,12.159700840304568,8.843120718230965,1.6096283844958466e-05,10
18.0,12.167634110507615,8.887513747147208,1.7299266751205768e-05,10
19.0,12.161903488096447,8.827839139461929,1.6286300673876733e-05,10
20.0,12.162338120913706,8.793715506172589,1.710213944455932e-05,10
21.0,12.153160908096446,8.863873635124365,1.8106783727961868e-05,10
22.0,12.138646249213197,8.810832968058376,1.9017659641969693e-05,10
23.0,12.120724525,8.811145834071064,1.9633013027844205e-05,10
0.0,11.699675195583756,9.248312476895938,2.658620985255583e-05,11
1.0,11.669370580355329,9.24535603919797,2.5074019450119657e-05,11
2.0,11.657003869010152,9.180683224708122,2.1743432699137854e-05,11
3.0,11.630123361243655,9.27332310822335,2.0239743418634023e-05,11
4.0,11.61420954784264,9.259612557380711,2.345411086576239e-05,11
5.0,11.607257489162436,9.175164032527919,2.061212764809234e-05,11
6.0,11.591917653807107,9.287591098548225,2.2226927309011652e-05,11
7.0,11.601398355862944,9.248275155312182,1.815422135792648e-05,11
8.0,11.607957556878173,9.217190932923858,1.799988050838718e-05,11
9.0,11.626817611167512,9.282346380824874,1.8774577990414614e-05,11
10.0,11.64353628967005,9.26420662174873,2.026436558634873e-05,11
11.0,11.65592016362944,9.237681036088834,2.022281966048152e-05,11
12.0,11.683177543375635,9.344540686972081,2.000423187911228e-05,11
13.0,11.697887755837563,9.304410701718275,1.6388162264279334e-05,11
14.0,11.731096959035533,9.305299471069036,2.0104983691821666e-05,11
15.0,11.737135032994924,9.388166507794416,2.4018323425203912e-05,11
16.0,11.745072523324874,9.34530793741878,2.1756147398389843e-05,11
17.0,11.745777241345179,9.290110654479696,1.873642000728352e-05,11
18.0,11.753867160862944,9.358420557474618,2.0201787048803868e-05,11
19.0,11.74986957606599,9.276471817380711,1.8897450862617726e-05,11
20.0,11.750558626116751,9.207277406729949,2.301844129505918e-05,11
21.0,11.745327565418782,9.264152376634517,2.525495265932997e-05,11
22.0,11.730992487588832,9.227902383335024,2.2715335160454964e-05,11
23.0,11.715413214898478,9.217659925601524,2.341113585130787e-05,11
0.0,9.95162402748731,9.507314264866752,3.447172964555522e-05,12
1.0,9.923133926406091,9.493100386390863,3.39452957189425e-05,12
2.0,9.906264931142132,9.450260514096447,3.550204325178864e-05,12
3.0,9.887905737690357,9.552063006182742,3.77435433602094e-05,12
4.0,9.873803579086296,9.528702461545686,3.689471759714743e-05,12
5.0,9.86887782914467,9.46570446692132,3.7590835837814e-05,12
6.0,9.85771204517005,9.568371706299493,3.9871249763539906e-05,12
7.0,9.870360329690355,9.501203956951775,3.347920193871052e-05,12
8.0,9.87980144915736,9.442987981637057,3.492012429987307e-05,12
9.0,9.894442383766497,9.516524371624365,3.830066924990137e-05,12
10.0,9.907137515497462,9.451006582799492,3.2853284426496094e-05,12
11.0,9.917322890167512,9.395131416352791,3.387825560672728e-05,12
12.0,9.944584541269036,9.496237629652283,3.543166138070353e-05,12
13.0,9.953788456370559,9.428785154649747,3.2810709280630674e-05,12
14.0,9.983936168730965,9.444486150312184,3.217983018090963e-05,12
15.0,9.995720908441625,9.535287711670051,3.658445558197433e-05,12
16.0,10.003109633741117,9.506274669527919,3.362996250501444e-05,12
17.0,9.999318027994924,9.449860203664976,2.9894603508419866e-05,12
18.0,10.0078969544467,9.514840647668782,3.269552370419631e-05,12
19.0,9.997773178832487,9.453176757251269,3.037766842243786e-05,12
20.0,9.997068950558376,9.389779749121828,3.2340795694600336e-05,12
21.0,9.991765763096446,9.478396503911167,3.4693441910516347e-05,12
22.0,9.982462521979695,9.438015316898477,3.07160613700242e-05,12
23.0,9.965786609111676,9.432408946675128,3.157138462133323e-05,12
0.0,12.986550669340101,9.266882162426397,1.9633680276241293e-05,13
1.0,12.964622706497462,9.23038141381472,1.702425190638493e-05,13
2.0,12.945866821218274,9.180293900314721,1.855230811113758e-05,13
3.0,12.928080051370559,9.28466140986802,1.850876970233559e-05,13
4.0,12.914591105812184,9.255283356312182,1.7526266784928e-05,13
5.0,12.90743108002538,9.179290310730964,1.7491636028207046e-05,13
6.0,12.893954397639593,9.280097583162437,1.7123251792664313e-05,13
7.0,12.893346518629441,9.193375224827411,1.6300857178264688e-05,13
8.0,12.901571351700508,9.138964549406092,1.9081656137725894e-05,13
9.0,12.921128738705583,9.226320703994924,2.008509212347468e-05,13
10.0,12.93519023961929,9.197036877390863,1.8160487573099234e-05,13
11.0,12.949027446878173,9.161388959144672,2.184229492118028e-05,13
12.0,12.975918730482233,9.26671392309137,1.8047213997017445e-05,13
13.0,12.989860887588833,9.210380266515228,1.796384970390128e-05,13
14.0,13.022318212639593,9.202295429911167,2.3708429774426087e-05,13
15.0,13.03233831505076,9.28145798565736,1.9737827248190862e-05,13
16.0,13.03705576109137,9.241269087982234,1.7263538848002223e-05,13
17.0,13.032850770786801,9.203895168989847,1.8496449594537706e-05,13
18.0,13.041079062690356,9.26130908263198,2.048258515434109e-05,13
19.0,13.036329419035532,9.199086111708121,1.7568431169521377e-05,13
20.0,13.034348774441623,9.145401734324873,1.830107476693748e-05,13
21.0,13.03047424791878,9.219977848200507,1.5418577210906778e-05,13
22.0,13.01685523213198,9.175940399690354,1.4373009003905297e-05,13
23.0,12.999318555862944,9.173792037616751,1.6433601951323083e-05,13
0.0,12.320535352106598,9.247670068705583,3.153960932983744e-05,15
1.0,12.293753436421321,9.225814993956853,2.828698148075923e-05,15
2.0,12.271571531497463,9.186359241883249,2.9199730489536197e-05,15
3.0,12.250826696878173,9.248515770685279,2.751795784916342e-05,15
4.0,12.236825045406091,9.231734181975128,2.602015379983057e-05,15
5.0,12.229589552081219,9.156474895121828,2.334629740490869e-05,15
6.0,12.222488974898477,9.221099093281726,2.492786808579401e-05,15
7.0,12.231041018781726,9.192907911890863,2.384875754720463e-05,15
8.0,12.241939171142132,9.170602698936548,2.1756377680852474e-05,15
9.0,12.260960655406091,9.260700288087563,1.9576440626633572e-05,15
10.0,12.285718113375633,9.23172549140863,2.073863235463026e-05,15
11.0,12.298556996852792,9.18825312880203,2.3047275890677472e-05,15
12.0,12.323721891319796,9.288356517807106,2.6147716802914187e-05,15
13.0,12.333625507791877,9.245013203733503,2.0652912798082428e-05,15
14.0,12.364788761167514,9.230300060074619,2.13886965362983e-05,15
15.0,12.373724058401015,9.300143730587054,2.218368413605256e-05,15
16.0,12.378760409847716,9.241287464390863,2.1578010260265682e-05,15
17.0,12.374974938908629,9.18997930418274,2.368110622077293e-05,15
18.0,12.376817579340102,9.257520319121827,2.3198021408714506e-05,15
19.0,12.367659146040609,9.194241076091371,2.239871666699981e-05,15
20.0,12.36398079390863,9.148282156347715,2.100849915529951e-05,15
21.0,12.357608725736041,9.209564193220812,2.355120757898005e-05,15
22.0,12.347606895152284,9.157757869101523,2.3881671647838783e-05,15
23.0,12.331768374593908,9.166084113515229,2.3712190705885985e-05,15
