Month,PBOT,RH,Member,TBOT,WIND,RAIN
1.0,1009.244802151515,76.37990063636364,01,9.807056994280302,11.62034156367803,2.7246737730690352e-05
2.0,1015.3069879354839,74.48772686451613,01,9.421436969946237,10.944534041016801,2.5613979967419492e-05
3.0,1012.5246061818182,75.08437487878788,01,9.29415437671717,10.648853020108586,3.354843461220888e-05
4.0,1014.1219371515151,77.75106533333333,01,10.06361077415404,8.677270779844697,3.13729789942022e-05
5.0,1018.2785948181818,80.05388256060606,01,11.454466754141414,7.968323995094696,1.671624358716058e-05
6.0,1020.5922092727272,82.23437500909091,01,13.811251408017675,7.3308793120669185,1.361044935647117e-05
7.0,1019.2622131212121,83.74256626060607,01,15.522710916035352,7.007619156837121,1.1871259704774281e-05
8.0,1019.7396435454546,81.76510433636363,01,16.495810294065656,7.089616455386364,1.303115173107458e-05
9.0,1016.667161,80.39370263636363,01,15.735968643939394,8.49242236595202,1.2251535272453025e-05
10.0,1014.6381603333333,78.40075746363635,01,13.373636245580807,8.84706362865404,2.3163129187520797e-05
11.0,1010.5057138484848,77.81425186363636,01,12.124839402474747,9.686027641504547,3.077137380681631e-05
12.0,1010.10144175,76.12389336111112,01,10.674410400289352,11.46388991321412,4.0071595041460884e-05
1.0,1009.684269861111,76.32871102222222,04,9.903144242512626,10.954222162969698,4.3430081254614476e-05
2.0,1013.3463265486726,77.15671084955753,04,9.051943059596773,10.569861324768144,3.565640635311505e-05
3.0,1012.7011194166666,76.15460069444444,04,9.186512601426767,10.038117920333333,3.3306437334110253e-05
4.0,1017.3394560277777,76.81436636944444,04,10.035810966262627,8.85688876761111,2.1054113766344095e-05
5.0,1015.8250509444445,79.157530525,04,11.085316791452021,8.372872485746212,2.499741668922841e-05
6.0,1016.5314858055556,82.52502190833333,04,13.23780052790404,7.707664197289141,2.652021393628051e-05
7.0,1020.2428367222223,84.46045983055555,04,15.523301103977271,7.162190337789141,9.126659050132082e-06
8.0,1019.3721322499999,82.25316859166666,04,16.46693415290404,7.124880987109848,2.140286501261287e-05
9.0,1020.4916578611112,81.84348965555556,04,15.985513960795455,7.921588756265152,2.1148322888150985e-05
10.0,1012.5389615555556,78.20473090555555,04,13.859771178560607,9.239749384093434,4.557239772050495e-05
11.0,1006.5258224166666,75.78155396111111,04,11.496173277941919,10.18864448877399,4.7571079691304895e-05
12.0,1010.0152541666666,76.33005647499999,04,10.342513662601009,10.85840497748611,3.8030078745927226e-05
1.0,1012.8632464444444,75.71430120833332,05,9.786192044236111,10.943677885429294,4.296489841565383e-05
2.0,1011.4598342477877,75.72252951917403,05,9.56567147966398,11.375137176497311,3.416407287906109e-05
3.0,1013.4312507777777,75.10221367777777,05,9.507110663497476,10.276337812958333,3.422475089851888e-05
4.0,1015.0025664166667,75.64596359444444,05,9.83415328858586,9.329057780785353,2.5526294857379123e-05
5.0,1017.31175,79.53513445555555,05,11.438500975656567,8.053463684724747,1.629167606844275e-05
6.0,1019.8058366944445,82.51234798055556,05,13.750933320580808,7.132759306162879,1.6669870562921548e-05
7.0,1018.775749,85.0867187638889,05,15.710537883333334,7.1683021485000005,1.0806141302423634e-05
8.0,1018.1490781111111,83.73808597222222,05,16.69188834955808,7.405796426646464,1.8297963480922463e-05
9.0,1022.2013224444444,81.15158421944444,05,16.262498038825758,7.543750372291666,1.5435888110996664e-05
10.0,1015.8990253611111,78.40904948055555,05,14.488433506199495,9.137533175920455,2.3875204157816776e-05
11.0,1013.1612593611111,75.44448787222223,05,12.089820474974749,9.856787346295453,3.787272160900783e-05
12.0,1007.8961030555556,75.84303387777777,05,10.793723186174242,11.579561127646464,4.282606147257965e-05
1.0,1010.8163190277778,75.76417100833334,06,9.57436220415404,11.753152364046718,5.31593869084756e-05
2.0,1014.3402011504426,74.40869301474926,06,8.930226983407259,10.809123315729972,4.831810447242176e-05
3.0,1013.0535694722222,76.83200955555556,06,9.312162711578283,9.43501346662058,3.968084507303845e-05
4.0,1016.0074918888889,77.86111103611111,06,10.17634124665404,8.793252076670456,2.9456401436000337e-05
5.0,1020.3842961666668,79.21512588888889,06,11.35531280118687,7.4927357959886365,2.2011185716368756e-05
6.0,1020.6633755833333,84.68207452777777,06,13.814487776767676,6.818465183971212,1.817212341734748e-05
7.0,1020.7854355833333,84.62753906944445,06,15.712175812878789,7.062116905497475,6.715690596705716e-06
8.0,1020.3057870555556,82.58537323611111,06,16.39836235776515,6.94636207354798,1.5078495888409425e-05
9.0,1020.2286086111111,81.26679701944444,06,15.69155536679293,7.5561461614090915,1.2758909495993685e-05
10.0,1013.9713803888889,78.01503894722222,06,13.73181211645202,8.886329399857322,2.982481797438024e-05
11.0,1009.3791679166667,76.66801218611111,06,11.680399848257576,10.30907934553283,5.492655913436535e-05
12.0,1008.7782955000001,75.52916665555556,06,10.328245564520202,10.194393879079547,5.3047851090985166e-05
1.0,1012.8987748611111,75.21263006944444,07,9.387027190694443,12.434382775233585,2.1145784079030417e-05
2.0,1007.4940601179942,75.46264281710914,07,9.284758449314516,11.671948033026883,2.3489278732191985e-05
3.0,1014.4855719722223,77.01970491666667,07,9.029695269406567,10.65953702570202,2.3566659773016573e-05
4.0,1014.3250126111111,77.01143655833333,07,9.495102709103536,9.610101317006313,1.4692856648561143e-05
5.0,1017.3120181666666,79.27313366944443,07,10.880102467146465,7.9907866802563134,1.671736705645721e-05
6.0,1020.6653495555556,83.53320315833334,07,13.234733356123737,7.390358525334596,1.2699421385476768e-05
7.0,1016.4013849166666,83.71358502222223,07,14.947456564835857,7.7685535114659094,1.109441060955561e-05
8.0,1020.4757528055557,83.17074663333332,07,16.160786925378787,6.72789085182197,2.3545267027907716e-05
9.0,1019.9209769444444,80.56892363888889,07,15.59664471193182,8.208802773551767,1.041797953205297e-05
10.0,1015.8289581388889,78.62191833611111,07,13.377495751679293,9.441850757171718,1.5990531276800972e-05
11.0,1011.2680568611111,77.7421223861111,07,11.90964634604798,10.854446886049242,1.6309807970627055e-05
12.0,1012.4895860277777,76.73222668055556,07,10.420664619204546,11.615938148107324,2.168096253244568e-05
1.0,1008.06657825,73.67858066666666,08,9.977290555934344,11.706474698053029,2.9717839259799295e-05
2.0,1010.6523956342182,75.20946261946904,08,9.76957066219086,11.575228780512097,2.7907613228100913e-05
3.0,1012.2079474999999,73.89472662222222,08,9.577263715505051,10.468561236040404,2.0933153733750557e-05
4.0,1014.6319274722222,76.11753470000001,08,10.150522711742424,9.593534298469697,1.7703130617660815e-05
5.0,1017.0875030277778,78.87463105,08,11.666981400454546,7.809181022436868,1.5678168576495846e-05
6.0,1021.164521,82.9417101388889,08,14.320939288825757,6.79380926500505,1.4540838125430936e-05
7.0,1019.125322638889,83.15423176944445,08,16.169645564583334,6.895597787279041,8.31930819784402e-06
8.0,1019.6904753888889,81.16727421944445,08,16.929361707449495,6.985641732696591,5.442733709737533e-06
9.0,1019.7140332222223,80.52055119166667,08,16.216878984785353,7.529896308313636,1.2742649564271118e-05
10.0,1015.7232708888888,75.96946619722222,08,14.328857028762625,8.775163880074496,2.058502553413495e-05
11.0,1010.5354978055556,75.57048600833333,08,12.51974124036616,9.996593702481059,3.40143592353968e-05
12.0,1005.5133580833334,74.91193573333334,08,11.005182417979798,11.679547349184343,3.5965017733906986e-05
1.0,1009.1413629444444,77.68220478055557,09,9.222518775820706,11.128195129244949,2.6307241209483455e-05
2.0,1006.262824778761,76.39878318289085,09,8.868050485322579,11.544655608176075,2.7472166580753244e-05
3.0,1014.8398343333332,77.07089835277777,09,8.846210510555556,9.650402962931818,2.0489351195656022e-05
4.0,1015.8318175833333,77.27092004166667,09,9.059961761931817,8.794343169229798,2.2625320329639212e-05
5.0,1018.8499928333332,79.33279086388889,09,11.041650204229796,7.670464860837121,1.4192212375264253e-05
6.0,1022.3267241666667,82.31796875,09,13.528675582828283,7.07248899192803,6.880087616207347e-06
7.0,1017.7048386111112,82.6041232138889,09,15.527138429419193,7.101677704088384,1.1338093818011384e-05
8.0,1020.5881705833334,82.29492176666668,09,16.297280652714647,6.670146232844697,1.1428508220808888e-05
9.0,1021.5219123333334,80.61901051944444,09,15.933399778598485,7.000163126243687,1.6892877190710687e-05
10.0,1016.5589269444445,78.35818140833334,09,13.850161223472222,8.303067494304294,2.5815848649641855e-05
11.0,1013.97950075,76.83077270277778,09,11.577381752487373,9.255831196263133,2.695566159967675e-05
12.0,1008.1028722222222,76.18825976944444,09,9.955262729469698,11.059095770318182,2.7803621283300317e-05
1.0,1011.9674015277778,76.67065977222222,10,9.48181001479798,11.520299241411617,2.1248304600505497e-05
2.0,1013.5247513569321,75.88691458702066,10,8.824191640201613,10.382892566268817,1.6981518452763026e-05
3.0,1008.1926761388888,75.92261289166666,10,9.012003917058081,10.343112216381313,1.9966385325985385e-05
4.0,1014.0126058888889,77.57584641944445,10,9.707480457133839,8.72522782954798,2.0205821188311768e-05
5.0,1017.2852729444444,80.11006936111112,10,11.29479706030303,7.796269687912878,2.2827677384990636e-05
6.0,1019.2521918055556,83.68025173888888,10,13.593534259406566,7.153656208659091,1.4257134079328846e-05
7.0,1017.9976892777778,84.23878032777777,10,15.46372776635101,6.781601427186868,9.833504031033974e-06
8.0,1019.199008388889,82.2989149138889,10,16.346887560416665,6.906303958482323,1.5142105152644132e-05
9.0,1018.3046036111111,80.64871963333333,10,15.552873137815656,8.008323826416667,1.1953370580450833e-05
10.0,1013.5992563888888,79.11243485833333,10,13.819533594002525,8.60864526964899,2.4845797451807574e-05
11.0,1009.6215884999999,75.4984807388889,10,11.589814148232323,9.799137963534974,3.470766934652886e-05
12.0,1004.8288334166666,75.16738277777777,10,10.156327319987374,10.86593898236111,2.344612172734674e-05
1.0,1007.2389927500001,75.50939685277778,11,8.790416029911615,11.909360255069444,3.2060905004931104e-05
2.0,1019.768018259587,76.2597484041298,11,8.616809967049731,10.26950143488441,1.907657281004042e-05
3.0,1013.2959500277777,76.30837670833333,11,8.45229554689394,10.939262594486111,2.2581194026617346e-05
4.0,1015.1935667500001,77.70820310555555,11,9.018711418207072,9.456629130071969,1.9904632192816737e-05
5.0,1018.0074774444445,79.94016936111112,11,10.43370884195707,8.148358801025001,1.2569925213612122e-05
6.0,1018.1704815555556,83.598589325,11,12.947391583775252,6.9207415529103535,1.1708954994960994e-05
7.0,1019.2657835000001,85.21365029722223,11,15.226267220138888,6.944877337512626,9.873662323458153e-06
8.0,1016.9893055833332,84.57267784166667,11,15.799881765782828,7.648216574895202,9.440496792392313e-06
9.0,1017.7008786666667,81.18144543055556,11,15.444011320770201,7.99644367727904,1.449553498135431e-05
10.0,1012.4613733333333,78.99318589166667,11,13.703204627487374,9.503786986981062,2.7503050033090322e-05
11.0,1008.9714532500001,76.56467022777778,11,11.526062784621212,10.504106862328284,3.844203886931776e-05
12.0,1008.3183723888889,76.72387146666667,11,10.051092482651516,11.044099295996213,3.7141567863157514e-05
1.0,1012.8315472777778,79.54359813055557,12,7.978635340416667,11.704685107391413,5.184749256723315e-05
2.0,1016.1781325368731,78.60962846017699,12,7.280115166599463,11.895493861229838,4.234717464313813e-05
3.0,1015.0800984444444,77.44231774444445,12,6.7517726996944445,10.754346166857323,4.940787528686185e-05
4.0,1018.6507358055555,79.2578342,12,7.343488524280303,9.371766239702021,3.1882039556091994e-05
5.0,1019.8020130277778,82.69101579444444,12,8.849462446957071,8.145687952010102,2.4474606482274557e-05
6.0,1020.5298915833333,83.79980473888888,12,10.80550345439394,7.320469723501263,1.9738721256674804e-05
7.0,1020.0322725833333,86.35236533333334,12,13.072533626262626,7.22895723913952,2.190809738511425e-05
8.0,1019.8390145277777,86.43645829166667,12,13.832182945138888,7.833950396732323,1.8957798573241698e-05
9.0,1021.6554629444444,82.93867198333334,12,13.454203692297979,8.035927450831439,1.948772908628951e-05
10.0,1014.1426383888889,79.64071196111111,12,11.608787892916666,10.227162872871212,4.1347350184862094e-05
11.0,1012.7133028333334,77.34895832777778,12,9.481261751553031,10.174676501801768,4.786692619689152e-05
12.0,1015.7814210277778,79.26480046111111,12,8.661642461300504,11.17343255443182,4.241249892363997e-05
1.0,1007.0892731388889,74.77061615555556,13,9.954947898775252,11.902897957136364,3.284638466792613e-05
2.0,1008.7878702064896,76.05118463126843,13,9.767974376948924,12.353848913935485,2.5641079363344205e-05
3.0,1013.0934475833334,76.91616748611112,13,9.426218427222222,10.834457303011364,1.6752400951084147e-05
4.0,1015.17668075,77.23437496388888,13,10.127724775126262,9.327686282435605,1.3700393267090408e-05
5.0,1019.6349127222222,79.76512605277777,13,11.87465241020202,7.6737857759886365,1.857055289023021e-05
6.0,1021.8615468333333,83.28797746666667,13,14.50322056540404,6.4919437704898995,7.114715989836012e-06
7.0,1019.46907775,83.00436185555556,13,16.622316338762626,6.809820470852273,9.676283174129553e-06
8.0,1021.3968465555556,81.59290373055555,13,17.52229044608586,6.386236912506313,6.835235424439834e-06
9.0,1019.0630828055555,81.60143223055556,13,17.107089555492426,7.8914594696262625,1.5023089897550753e-05
10.0,1015.0733673611111,78.93181419722222,13,15.087572813005051,8.802315650037878,2.0788168981550603e-05
11.0,1008.6701215833333,76.13971331666667,13,12.557643668636363,10.73956057256313,2.585372285969714e-05
12.0,1007.1422946111112,75.89529060833333,13,10.949063060669193,11.56392882266414,2.7205645951240062e-05
1.0,1010.9523889166667,75.32823349722221,15,9.655453689823233,11.466275731397728,2.730543752100595e-05
2.0,1008.7775583775812,75.16878702359882,15,9.020020814018817,12.185978719189517,3.074839775804388e-05
3.0,1014.15387075,76.163064175,15,9.365835596603535,10.733596898003789,2.693424082421711e-05
4.0,1016.8462301388889,76.7863931611111,15,9.730527882563132,8.96027508164356,2.23081145100089e-05
5.0,1015.5381578055554,80.08533000555555,15,10.920645074191919,8.073560462653157,2.5382775967043325e-05
6.0,1018.4677856388888,83.77358955277778,15,13.427091235416666,6.949629790475379,2.1218130484242086e-05
7.0,1017.5829942500001,85.00492625,15,16.069596242424243,6.953085665126262,1.2623800724900374e-05
8.0,1019.1443531944444,83.14194880555556,15,17.00367790018939,6.8592718822228536,7.1153415356901505e-06
9.0,1017.4839701666666,81.11056853333334,15,16.132718768560608,8.17863194886414,1.262245724185211e-05
10.0,1011.8368165277777,77.89776491944446,15,14.029459520328283,8.988063409743686,2.564253289517759e-05
11.0,1006.9647406944443,75.36794712222223,15,11.546185008623736,10.269420920497474,2.8413022344980694e-05
12.0,1008.2425255277777,77.97137586111111,15,10.618820322979799,11.157385956151515,4.66960999312363e-05
